id,size(Mb),processing time(s),photo ownership,gps location-alt,gps location-lat,gps location-lng,gps location in 2D-alt, gps location in 2D-lat,gps location in 2D-lng
50,4.8,26.72,0,15.00000000,45.49931359,-73.59939226,15.00000000,233.50934596,11.11949266
51,4.8,26.72,0,15.00000000,45.49941359,-73.59939226,15.00000000,244.62883863,11.11949266
52,4.8,26.72,0,15.00000000,45.49951359,-73.59939226,15.00000000,255.74833129,11.11949266
53,4.8,26.72,0,15.00000000,45.49961359,-73.59939226,15.00000000,266.86782396,11.11949266
54,4.8,26.72,0,15.00000000,45.49971359,-73.59939226,15.00000000,277.98731662,11.11949265
55,4.8,26.72,0,15.00000000,45.49981359,-73.59939226,15.00000000,289.10680928,11.11949265
56,4.8,26.72,0,15.00000000,45.49991359,-73.59939226,15.00000000,300.22630195,11.11949265
57,4.8,26.72,0,15.00000000,45.50001359,-73.59939226,15.00000000,311.34579461,11.11949265
58,4.8,26.72,0,15.00000000,45.50011359,-73.59939226,15.00000000,322.46528728,11.11949265
59,4.8,26.72,0,15.00000000,45.50021359,-73.59939226,15.00000000,333.58477994,11.11949265
60,4.8,26.72,1,15.00000000,45.49731359,-73.59929226,15.00000000,11.11949266,22.23898533
61,4.8,26.72,1,15.00000000,45.49741359,-73.59929226,15.00000000,22.23898533,22.23898533
62,4.8,26.72,1,15.00000000,45.49751359,-73.59929226,15.00000000,33.35847799,22.23898533
63,4.8,26.72,1,15.00000000,45.49761359,-73.59929226,15.00000000,44.47797066,22.23898533
64,4.8,26.72,2,15.00000000,45.49771359,-73.59929226,15.00000000,55.59746332,22.23898533
65,4.8,26.72,2,15.00000000,45.49781359,-73.59929226,15.00000000,66.71695599,22.23898533
66,4.8,26.72,2,15.00000000,45.49791359,-73.59929226,15.00000000,77.83644865,22.23898533
67,4.8,26.72,2,15.00000000,45.49801359,-73.59929226,15.00000000,88.95594132,22.23898533
68,4.8,26.72,2,15.00000000,45.49811359,-73.59929226,15.00000000,100.07543398,22.23898533
69,4.8,26.72,2,15.00000000,45.49821359,-73.59929226,15.00000000,111.19492665,22.23898533
70,4.8,26.72,2,15.00000000,45.49831359,-73.59929226,15.00000000,122.31441931,22.23898533
71,4.8,26.72,2,15.00000000,45.49841359,-73.59929226,15.00000000,133.43391198,22.23898532
72,4.8,26.72,2,15.00000000,45.49851359,-73.59929226,15.00000000,144.55340464,22.23898532
73,4.8,26.72,2,15.00000000,45.49861359,-73.59929226,15.00000000,155.67289731,22.23898532
74,4.8,26.72,2,15.00000000,45.49871359,-73.59929226,15.00000000,166.79238997,22.23898532
75,4.8,26.72,2,15.00000000,45.49881359,-73.59929226,15.00000000,177.91188264,22.23898532
76,4.8,26.72,2,15.00000000,45.49891359,-73.59929226,15.00000000,189.03137530,22.23898532
77,4.8,26.72,2,15.00000000,45.49901359,-73.59929226,15.00000000,200.15086797,22.23898532
78,4.8,26.72,2,15.00000000,45.49911359,-73.59929226,15.00000000,211.27036063,22.23898532
79,4.8,26.72,2,15.00000000,45.49921359,-73.59929226,15.00000000,222.38985330,22.23898532
80,4.8,26.72,2,15.00000000,45.49931359,-73.59929226,15.00000000,233.50934596,22.23898531
81,4.8,26.72,2,15.00000000,45.49941359,-73.59929226,15.00000000,244.62883863,22.23898531
82,4.8,26.72,2,15.00000000,45.49951359,-73.59929226,15.00000000,255.74833129,22.23898531
83,4.8,26.72,2,15.00000000,45.49961359,-73.59929226,15.00000000,266.86782396,22.23898531
84,4.8,26.72,2,15.00000000,45.49971359,-73.59929226,15.00000000,277.98731662,22.23898531
85,4.8,26.72,2,15.00000000,45.49981359,-73.59929226,15.00000000,289.10680928,22.23898531
86,4.8,26.72,2,15.00000000,45.49991359,-73.59929226,15.00000000,300.22630195,22.23898530
87,4.8,26.72,2,15.00000000,45.50001359,-73.59929226,15.00000000,311.34579461,22.23898530
88,4.8,26.72,2,15.00000000,45.50011359,-73.59929226,15.00000000,322.46528728,22.23898530
89,4.8,26.72,2,15.00000000,45.50021359,-73.59929226,15.00000000,333.58477994,22.23898530
90,4.8,26.72,3,15.00000000,45.49731359,-73.59919226,15.00000000,11.11949266,33.35847799
91,4.8,26.72,3,15.00000000,45.49741359,-73.59919226,15.00000000,22.23898533,33.35847799
92,4.8,26.72,3,15.00000000,45.49751359,-73.59919226,15.00000000,33.35847799,33.35847799
93,4.8,26.72,3,15.00000000,45.49761359,-73.59919226,15.00000000,44.47797066,33.35847799
94,4.8,26.72,3,15.00000000,45.49771359,-73.59919226,15.00000000,55.59746332,33.35847799
95,4.8,26.72,3,15.00000000,45.49781359,-73.59919226,15.00000000,66.71695599,33.35847799
96,4.8,26.72,3,15.00000000,45.49791359,-73.59919226,15.00000000,77.83644865,33.35847799
97,4.8,26.72,3,15.00000000,45.49801359,-73.59919226,15.00000000,88.95594132,33.35847799
98,4.8,26.72,4,15.00000000,45.49811359,-73.59919226,15.00000000,100.07543398,33.35847799
99,4.8,26.72,4,15.00000000,45.49821359,-73.59919226,15.00000000,111.19492665,33.35847799
100,4.8,26.72,4,15.00000000,45.49831359,-73.59919226,15.00000000,122.31441931,33.35847799
101,4.8,26.72,4,15.00000000,45.49841359,-73.59919226,15.00000000,133.43391198,33.35847799
102,4.8,26.72,4,15.00000000,45.49851359,-73.59919226,15.00000000,144.55340464,33.35847799
103,4.8,26.72,4,15.00000000,45.49861359,-73.59919226,15.00000000,155.67289731,33.35847798
104,4.8,26.72,4,15.00000000,45.49871359,-73.59919226,15.00000000,166.79238997,33.35847798
105,4.8,26.72,4,15.00000000,45.49881359,-73.59919226,15.00000000,177.91188264,33.35847798
106,4.8,26.72,4,15.00000000,45.49891359,-73.59919226,15.00000000,189.03137530,33.35847798
107,4.8,26.72,4,15.00000000,45.49901359,-73.59919226,15.00000000,200.15086797,33.35847798
108,4.8,26.72,4,15.00000000,45.49911359,-73.59919226,15.00000000,211.27036063,33.35847798
109,4.8,26.72,4,15.00000000,45.49921359,-73.59919226,15.00000000,222.38985330,33.35847797
110,4.8,26.72,4,15.00000000,45.49931359,-73.59919226,15.00000000,233.50934596,33.35847797
111,4.8,26.72,4,15.00000000,45.49941359,-73.59919226,15.00000000,244.62883863,33.35847797
112,4.8,26.72,4,15.00000000,45.49951359,-73.59919226,15.00000000,255.74833129,33.35847797
113,4.8,26.72,4,15.00000000,45.49961359,-73.59919226,15.00000000,266.86782396,33.35847797
114,4.8,26.72,2,15.00000000,45.49971359,-73.59919226,15.00000000,277.98731662,33.35847796
115,4.8,26.72,2,15.00000000,45.49981359,-73.59919226,15.00000000,289.10680928,33.35847796
116,4.8,26.72,2,15.00000000,45.49991359,-73.59919226,15.00000000,300.22630195,33.35847796
117,4.8,26.72,2,15.00000000,45.50001359,-73.59919226,15.00000000,311.34579461,33.35847795
118,4.8,26.72,2,15.00000000,45.50011359,-73.59919226,15.00000000,322.46528728,33.35847795
119,4.8,26.72,2,15.00000000,45.50021359,-73.59919226,15.00000000,333.58477994,33.35847795
120,4.8,26.72,3,15.00000000,45.49731359,-73.59909226,15.00000000,11.11949266,44.47797066
121,4.8,26.72,3,15.00000000,45.49741359,-73.59909226,15.00000000,22.23898533,44.47797066
122,4.8,26.72,3,15.00000000,45.49751359,-73.59909226,15.00000000,33.35847799,44.47797066
123,4.8,26.72,3,15.00000000,45.49761359,-73.59909226,15.00000000,44.47797066,44.47797066
124,4.8,26.72,3,15.00000000,45.49771359,-73.59909226,15.00000000,55.59746332,44.47797066
125,4.8,26.72,3,15.00000000,45.49781359,-73.59909226,15.00000000,66.71695599,44.47797066
126,4.8,26.72,3,15.00000000,45.49791359,-73.59909226,15.00000000,77.83644865,44.47797066
127,4.8,26.72,3,15.00000000,45.49801359,-73.59909226,15.00000000,88.95594132,44.47797065
128,4.8,26.72,4,15.00000000,45.49811359,-73.59909226,15.00000000,100.07543398,44.47797065
129,4.8,26.72,4,15.00000000,45.49821359,-73.59909226,15.00000000,111.19492665,44.47797065
130,4.8,26.72,4,15.00000000,45.49831359,-73.59909226,15.00000000,122.31441931,44.47797065
131,4.8,26.72,4,15.00000000,45.49841359,-73.59909226,15.00000000,133.43391198,44.47797065
132,4.8,26.72,4,15.00000000,45.49851359,-73.59909226,15.00000000,144.55340464,44.47797065
133,4.8,26.72,4,15.00000000,45.49861359,-73.59909226,15.00000000,155.67289731,44.47797065
134,4.8,26.72,4,15.00000000,45.49871359,-73.59909226,15.00000000,166.79238997,44.47797064
135,4.8,26.72,4,15.00000000,45.49881359,-73.59909226,15.00000000,177.91188264,44.47797064
136,4.8,26.72,4,15.00000000,45.49891359,-73.59909226,15.00000000,189.03137530,44.47797064
137,4.8,26.72,4,15.00000000,45.49901359,-73.59909226,15.00000000,200.15086797,44.47797064
138,4.8,26.72,4,15.00000000,45.49911359,-73.59909226,15.00000000,211.27036063,44.47797063
139,4.8,26.72,4,15.00000000,45.49921359,-73.59909226,15.00000000,222.38985330,44.47797063
140,4.8,26.72,4,15.00000000,45.49931359,-73.59909226,15.00000000,233.50934596,44.47797063
141,4.8,26.72,4,15.00000000,45.49941359,-73.59909226,15.00000000,244.62883863,44.47797063
142,4.8,26.72,4,15.00000000,45.49951359,-73.59909226,15.00000000,255.74833129,44.47797062
143,4.8,26.72,4,15.00000000,45.49961359,-73.59909226,15.00000000,266.86782396,44.47797062
144,4.8,26.72,2,15.00000000,45.49971359,-73.59909226,15.00000000,277.98731662,44.47797062
145,4.8,26.72,2,15.00000000,45.49981359,-73.59909226,15.00000000,289.10680928,44.47797061
146,4.8,26.72,2,15.00000000,45.49991359,-73.59909226,15.00000000,300.22630195,44.47797061
147,4.8,26.72,2,15.00000000,45.50001359,-73.59909226,15.00000000,311.34579461,44.47797061
148,4.8,26.72,2,15.00000000,45.50011359,-73.59909226,15.00000000,322.46528728,44.47797060
149,4.8,26.72,2,15.00000000,45.50021359,-73.59909226,15.00000000,333.58477994,44.47797060
150,4.8,26.72,5,15.00000000,45.49731359,-73.59899226,15.00000000,11.11949266,55.59746332
151,4.8,26.72,5,15.00000000,45.49741359,-73.59899226,15.00000000,22.23898533,55.59746332
152,4.8,26.72,5,15.00000000,45.49751359,-73.59899226,15.00000000,33.35847799,55.59746332
153,4.8,26.72,5,15.00000000,45.49761359,-73.59899226,15.00000000,44.47797066,55.59746332
154,4.8,26.72,4,15.00000000,45.49771359,-73.59899226,15.00000000,55.59746332,55.59746332
155,4.8,26.72,4,15.00000000,45.49781359,-73.59899226,15.00000000,66.71695599,55.59746332
156,4.8,26.72,4,15.00000000,45.49791359,-73.59899226,15.00000000,77.83644865,55.59746332
157,4.8,26.72,4,15.00000000,45.49801359,-73.59899226,15.00000000,88.95594132,55.59746332
158,4.8,26.72,4,15.00000000,45.49811359,-73.59899226,15.00000000,100.07543398,55.59746332
159,4.8,26.72,4,15.00000000,45.49821359,-73.59899226,15.00000000,111.19492665,55.59746332
160,4.8,26.72,4,15.00000000,45.49831359,-73.59899226,15.00000000,122.31441931,55.59746331
161,4.8,26.72,4,15.00000000,45.49841359,-73.59899226,15.00000000,133.43391198,55.59746331
162,4.8,26.72,4,15.00000000,45.49851359,-73.59899226,15.00000000,144.55340464,55.59746331
163,4.8,26.72,4,15.00000000,45.49861359,-73.59899226,15.00000000,155.67289731,55.59746331
164,4.8,26.72,4,15.00000000,45.49871359,-73.59899226,15.00000000,166.79238997,55.59746331
165,4.8,26.72,4,15.00000000,45.49881359,-73.59899226,15.00000000,177.91188264,55.59746330
166,4.8,26.72,4,15.00000000,45.49891359,-73.59899226,15.00000000,189.03137530,55.59746330
167,4.8,26.72,4,15.00000000,45.49901359,-73.59899226,15.00000000,200.15086797,55.59746330
168,4.8,26.72,4,15.00000000,45.49911359,-73.59899226,15.00000000,211.27036063,55.59746329
169,4.8,26.72,4,15.00000000,45.49921359,-73.59899226,15.00000000,222.38985330,55.59746329
170,4.8,26.72,2,15.00000000,45.49931359,-73.59899226,15.00000000,233.50934596,55.59746329
171,4.8,26.72,2,15.00000000,45.49941359,-73.59899226,15.00000000,244.62883863,55.59746328
172,4.8,26.72,2,15.00000000,45.49951359,-73.59899226,15.00000000,255.74833129,55.59746328
173,4.8,26.72,2,15.00000000,45.49961359,-73.59899226,15.00000000,266.86782396,55.59746328
174,4.8,26.72,2,15.00000000,45.49971359,-73.59899226,15.00000000,277.98731662,55.59746327
175,4.8,26.72,2,15.00000000,45.49981359,-73.59899226,15.00000000,289.10680928,55.59746327
176,4.8,26.72,2,15.00000000,45.49991359,-73.59899226,15.00000000,300.22630195,55.59746326
177,4.8,26.72,2,15.00000000,45.50001359,-73.59899226,15.00000000,311.34579461,55.59746326
178,4.8,26.72,2,15.00000000,45.50011359,-73.59899226,15.00000000,322.46528728,55.59746325
179,4.8,26.72,2,15.00000000,45.50021359,-73.59899226,15.00000000,333.58477994,55.59746325
180,4.8,26.72,5,15.00000000,45.49731359,-73.59889226,15.00000000,11.11949266,66.71695599
181,4.8,26.72,5,15.00000000,45.49741359,-73.59889226,15.00000000,22.23898533,66.71695599
182,4.8,26.72,5,15.00000000,45.49751359,-73.59889226,15.00000000,33.35847799,66.71695599
183,4.8,26.72,5,15.00000000,45.49761359,-73.59889226,15.00000000,44.47797066,66.71695599
184,4.8,26.72,5,15.00000000,45.49771359,-73.59889226,15.00000000,55.59746332,66.71695599
185,4.8,26.72,5,15.00000000,45.49781359,-73.59889226,15.00000000,66.71695599,66.71695599
186,4.8,26.72,5,15.00000000,45.49791359,-73.59889226,15.00000000,77.83644865,66.71695598
187,4.8,26.72,5,15.00000000,45.49801359,-73.59889226,15.00000000,88.95594132,66.71695598
188,4.8,26.72,5,15.00000000,45.49811359,-73.59889226,15.00000000,100.07543398,66.71695598
189,4.8,26.72,5,15.00000000,45.49821359,-73.59889226,15.00000000,111.19492665,66.71695598
190,4.8,26.72,5,15.00000000,45.49831359,-73.59889226,15.00000000,122.31441931,66.71695598
191,4.8,26.72,5,15.00000000,45.49841359,-73.59889226,15.00000000,133.43391198,66.71695597
192,4.8,26.72,5,15.00000000,45.49851359,-73.59889226,15.00000000,144.55340464,66.71695597
193,4.8,26.72,5,15.00000000,45.49861359,-73.59889226,15.00000000,155.67289731,66.71695597
194,4.8,26.72,5,15.00000000,45.49871359,-73.59889226,15.00000000,166.79238997,66.71695597
195,4.8,26.72,5,15.00000000,45.49881359,-73.59889226,15.00000000,177.91188264,66.71695596
196,4.8,26.72,5,15.00000000,45.49891359,-73.59889226,15.00000000,189.03137530,66.71695596
197,4.8,26.72,5,15.00000000,45.49901359,-73.59889226,15.00000000,200.15086797,66.71695596
198,4.8,26.72,5,15.00000000,45.49911359,-73.59889226,15.00000000,211.27036063,66.71695595
199,4.8,26.72,5,15.00000000,45.49921359,-73.59889226,15.00000000,222.38985330,66.71695595
200,4.8,26.72,5,15.00000000,45.49931359,-73.59889226,15.00000000,233.50934596,66.71695594
201,4.8,26.72,5,15.00000000,45.49941359,-73.59889226,15.00000000,244.62883863,66.71695594
202,4.8,26.72,5,15.00000000,45.49951359,-73.59889226,15.00000000,255.74833129,66.71695594
203,4.8,26.72,5,15.00000000,45.49961359,-73.59889226,15.00000000,266.86782396,66.71695593
204,4.8,26.72,5,15.00000000,45.49971359,-73.59889226,15.00000000,277.98731662,66.71695593
205,4.8,26.72,5,15.00000000,45.49981359,-73.59889226,15.00000000,289.10680928,66.71695592
206,4.8,26.72,5,15.00000000,45.49991359,-73.59889226,15.00000000,300.22630195,66.71695591
207,4.8,26.72,5,15.00000000,45.50001359,-73.59889226,15.00000000,311.34579461,66.71695591
208,4.8,26.72,5,15.00000000,45.50011359,-73.59889226,15.00000000,322.46528728,66.71695590
209,4.8,26.72,5,15.00000000,45.50021359,-73.59889226,15.00000000,333.58477994,66.71695590
210,4.8,26.72,8,15.00000000,45.49731359,-73.59879226,15.00000000,11.11949266,77.83644865
211,4.8,26.72,8,15.00000000,45.49741359,-73.59879226,15.00000000,22.23898533,77.83644865
212,4.8,26.72,8,15.00000000,45.49751359,-73.59879226,15.00000000,33.35847799,77.83644865
213,4.8,26.72,8,15.00000000,45.49761359,-73.59879226,15.00000000,44.47797066,77.83644865
214,4.8,26.72,8,15.00000000,45.49771359,-73.59879226,15.00000000,55.59746332,77.83644865
215,4.8,26.72,8,15.00000000,45.49781359,-73.59879226,15.00000000,66.71695599,77.83644865
216,4.8,26.72,8,15.00000000,45.49791359,-73.59879226,15.00000000,77.83644865,77.83644865
217,4.8,26.72,8,15.00000000,45.49801359,-73.59879226,15.00000000,88.95594132,77.83644865
218,4.8,26.72,8,15.00000000,45.49811359,-73.59879226,15.00000000,100.07543398,77.83644864
219,4.8,26.72,8,15.00000000,45.49821359,-73.59879226,15.00000000,111.19492665,77.83644864
220,4.8,26.72,8,15.00000000,45.49831359,-73.59879226,15.00000000,122.31441931,77.83644864
221,4.8,26.72,8,15.00000000,45.49841359,-73.59879226,15.00000000,133.43391198,77.83644864
222,4.8,26.72,8,15.00000000,45.49851359,-73.59879226,15.00000000,144.55340464,77.83644863
223,4.8,26.72,8,15.00000000,45.49861359,-73.59879226,15.00000000,155.67289731,77.83644863
224,4.8,26.72,8,15.00000000,45.49871359,-73.59879226,15.00000000,166.79238997,77.83644863
225,4.8,26.72,8,15.00000000,45.49881359,-73.59879226,15.00000000,177.91188264,77.83644862
226,4.8,26.72,5,15.00000000,45.49891359,-73.59879226,15.00000000,189.03137530,77.83644862
227,4.8,26.72,5,15.00000000,45.49901359,-73.59879226,15.00000000,200.15086797,77.83644862
228,4.8,26.72,5,15.00000000,45.49911359,-73.59879226,15.00000000,211.27036063,77.83644861
229,4.8,26.72,5,15.00000000,45.49921359,-73.59879226,15.00000000,222.38985330,77.83644861
230,4.8,26.72,5,15.00000000,45.49931359,-73.59879226,15.00000000,233.50934596,77.83644860
231,4.8,26.72,5,15.00000000,45.49941359,-73.59879226,15.00000000,244.62883863,77.83644860
232,4.8,26.72,5,15.00000000,45.49951359,-73.59879226,15.00000000,255.74833129,77.83644859
233,4.8,26.72,5,15.00000000,45.49961359,-73.59879226,15.00000000,266.86782396,77.83644859
234,4.8,26.72,5,15.00000000,45.49971359,-73.59879226,15.00000000,277.98731662,77.83644858
235,4.8,26.72,5,15.00000000,45.49981359,-73.59879226,15.00000000,289.10680928,77.83644857
236,4.8,26.72,5,15.00000000,45.49991359,-73.59879226,15.00000000,300.22630195,77.83644857
237,4.8,26.72,5,15.00000000,45.50001359,-73.59879226,15.00000000,311.34579461,77.83644856
238,4.8,26.72,5,15.00000000,45.50011359,-73.59879226,15.00000000,322.46528728,77.83644855
239,4.8,26.72,5,15.00000000,45.50021359,-73.59879226,15.00000000,333.58477994,77.83644855
240,4.8,26.72,8,15.00000000,45.49731359,-73.59869226,15.00000000,11.11949266,88.95594132
241,4.8,26.72,8,15.00000000,45.49741359,-73.59869226,15.00000000,22.23898533,88.95594132
242,4.8,26.72,8,15.00000000,45.49751359,-73.59869226,15.00000000,33.35847799,88.95594132
243,4.8,26.72,8,15.00000000,45.49761359,-73.59869226,15.00000000,44.47797066,88.95594132
244,4.8,26.72,8,15.00000000,45.49771359,-73.59869226,15.00000000,55.59746332,88.95594132
245,4.8,26.72,8,15.00000000,45.49781359,-73.59869226,15.00000000,66.71695599,88.95594131
246,4.8,26.72,8,15.00000000,45.49791359,-73.59869226,15.00000000,77.83644865,88.95594131
247,4.8,26.72,8,15.00000000,45.49801359,-73.59869226,15.00000000,88.95594132,88.95594131
248,4.8,26.72,8,15.00000000,45.49811359,-73.59869226,15.00000000,100.07543398,88.95594131
249,4.8,26.72,8,15.00000000,45.49821359,-73.59869226,15.00000000,111.19492665,88.95594131
250,4.8,26.72,8,15.00000000,45.49831359,-73.59869226,15.00000000,122.31441931,88.95594130
251,4.8,26.72,8,15.00000000,45.49841359,-73.59869226,15.00000000,133.43391198,88.95594130
252,4.8,26.72,8,15.00000000,45.49851359,-73.59869226,15.00000000,144.55340464,88.95594130
253,4.8,26.72,8,15.00000000,45.49861359,-73.59869226,15.00000000,155.67289731,88.95594129
254,4.8,26.72,8,15.00000000,45.49871359,-73.59869226,15.00000000,166.79238997,88.95594129
255,4.8,26.72,8,15.00000000,45.49881359,-73.59869226,15.00000000,177.91188264,88.95594128
256,4.8,26.72,8,15.00000000,45.49891359,-73.59869226,15.00000000,189.03137530,88.95594128
257,4.8,26.72,8,15.00000000,45.49901359,-73.59869226,15.00000000,200.15086797,88.95594127
258,4.8,26.72,8,15.00000000,45.49911359,-73.59869226,15.00000000,211.27036063,88.95594127
259,4.8,26.72,8,15.00000000,45.49921359,-73.59869226,15.00000000,222.38985330,88.95594126
260,4.8,26.72,8,15.00000000,45.49931359,-73.59869226,15.00000000,233.50934596,88.95594126
261,4.8,26.72,8,15.00000000,45.49941359,-73.59869226,15.00000000,244.62883863,88.95594125
262,4.8,26.72,8,15.00000000,45.49951359,-73.59869226,15.00000000,255.74833129,88.95594125
263,4.8,26.72,8,15.00000000,45.49961359,-73.59869226,15.00000000,266.86782396,88.95594124
264,4.8,26.72,8,15.00000000,45.49971359,-73.59869226,15.00000000,277.98731662,88.95594123
265,4.8,26.72,8,15.00000000,45.49981359,-73.59869226,15.00000000,289.10680928,88.95594123
266,4.8,26.72,8,15.00000000,45.49991359,-73.59869226,15.00000000,300.22630195,88.95594122
267,4.8,26.72,8,15.00000000,45.50001359,-73.59869226,15.00000000,311.34579461,88.95594121
268,4.8,26.72,8,15.00000000,45.50011359,-73.59869226,15.00000000,322.46528728,88.95594120
269,4.8,26.72,8,15.00000000,45.50021359,-73.59869226,15.00000000,333.58477994,88.95594120
270,4.8,26.72,3,15.00000000,45.49731359,-73.59859226,15.00000000,11.11949266,100.07543398
271,4.8,26.72,3,15.00000000,45.49741359,-73.59859226,15.00000000,22.23898533,100.07543398
272,4.8,26.72,3,15.00000000,45.49751359,-73.59859226,15.00000000,33.35847799,100.07543398
273,4.8,26.72,3,15.00000000,45.49761359,-73.59859226,15.00000000,44.47797066,100.07543398
274,4.8,26.72,3,15.00000000,45.49771359,-73.59859226,15.00000000,55.59746332,100.07543398
275,4.8,26.72,3,15.00000000,45.49781359,-73.59859226,15.00000000,66.71695599,100.07543398
276,4.8,26.72,3,15.00000000,45.49791359,-73.59859226,15.00000000,77.83644865,100.07543398
277,4.8,26.72,3,15.00000000,45.49801359,-73.59859226,15.00000000,88.95594132,100.07543397
278,4.8,26.72,3,15.00000000,45.49811359,-73.59859226,15.00000000,100.07543398,100.07543397
279,4.8,26.72,3,15.00000000,45.49821359,-73.59859226,15.00000000,111.19492665,100.07543397
280,4.8,26.72,3,15.00000000,45.49831359,-73.59859226,15.00000000,122.31441931,100.07543396
281,4.8,26.72,3,15.00000000,45.49841359,-73.59859226,15.00000000,133.43391198,100.07543396
